id,created_on,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat_lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail
2b79c9f95662f12954972cb21ea53be3f359166a,11/14/2014,rent,store,Mina Clavero,|Argentina|Córdoba|Mina Clavero|,Argentina,Córdoba,3844229,"-33.6661,-65.45964",-33.6661,-65.45964,4500,ARS,5158.85,298.64,30,30,9.954666667,150,,1,,http://www.properati.com.ar/jn4r_alquiler_local_mina-clavero_av-mitre-entre-merlo-y-riege,"Mina Clavero - Desarrollo Inmobiliario.-Local Comercial Ubicado sobre A. Mitre, entre Merlo y Riegé, (Ref: a 150mts de Escuela San Martín y 200mts de Terminal de Ómnibus). El salón comercial posee 4mts de frente por 5mts de fondo, un (1) baño. Su frente es todo vidriado el cual le da mucha luminosidad. Cuenta con todos los servicios disponibles.-Contrato por treinta y seis (36) mesesImporte Solicitado: Antes PESOS SEIS MIL ($6.000). AHORA PESOS CUATRO MIL QUINIENTOS ($4.500). Actualización anual del 30%.-Requisitos: a)	Un importe equivalente al mes de alquiler.b)	Un importe equivalente al mes de alquiler, en concepto de depósito en garantía.c)	Honorarios inmobiliarios (5% del contrato).d)	Garantía propietaria (consultar por recibos de sueldo)e)	Gastos de informes de garantías, administrativos y operativos.                                                                          Contacto: Molina Negocios Inmobiliarios - Tel: (03544) 471516 / 15572357 - Av. Mitre 1.730 - Mina Clavero - Traslasierra - Córdoba. Horarios de Atención de Lunes a Sábados de 09:30hs a 12:30hs y de 16:30hs a 20:00hs.-",Local alquiler,https://thumbs4.properati.com/5/Qbx2hrz9wc704bWB2oKwDnaMG6Q=/trim/198x0/smart/filters:strip_icc()/properati-us-ar.s3-us-west-2.amazonaws.com/properties/916443/ab3faacddbff13bf7d787228dbb1e70a-alquilo-local-en-mina-clavero-cordoba_d448bfb_2.jpg
4d5581360d2aec590ad8ce2921d6411965ec9a1a,10/13/2014,rent,store,Mina Clavero,|Argentina|Córdoba|Mina Clavero|,Argentina,Córdoba,3844229,"-34.5625,-58.458333",-34.5625,-58.458333,1800,ARS,2063.43,119.45,24,,4.977083333,,,2,,http://www.properati.com.ar/j14m_alquiler_local_mina-clavero_av-belgrano_956,"Mina Clavero - Desarrollo Inmobiliario.-Local Comercial Ubicado sobre Av. Belgrano N° 956, Villa Cura Brochero.-El salón comercial posee 3m de frente por 8m de fondo, un (1) baño. Su frente es todo vidriado el cual le da mucha luminosidad, piso de cerámicos. Cuenta con todos los servicios disponibles.- Contrato por treinta y seis (36) meses.-Contacto: Molina Negocios Inmobiliarios - Tel: (03544) 471516 / 15572357 - Av. Mitre 1.730 - Mina Clavero - Traslasierra - Córdoba.- Horarios de Atención de Lunes a Sábados de 09:30hs a 12:30hs y de 16:30hs a 20:00hs.--------------------------------------------------------------------------------------------------Solicitado: PESOS UN MIL OCHOCIENTOS ($1.800) por mes. Actualización anual del 30%.-Requisitos:Garantía propietaria.Mes de alquiler ($1.800)Mes de depósito ($1.800)Honorarios de la Inmobiliaria (5% del contrato final).-Gastos de informe de garantía ($680)Gastos administrativos y operativos ($400)",Local alquiler,https://thumbs4.properati.com/9/FuBuAaT9yVGLzl5qYOuMnvmEY2I=/trim/198x0/smart/filters:strip_icc()/properati-us-ar.s3-us-west-2.amazonaws.com/properties/887926/26252112deb7e43f8fe4bc1aa5dc954a-IMG_20140804_093309370.jpg
dc4ba2ffd20eae6aabc2b769359c9e0bdb47c31d,12/27/2014,rent,store,Mina Clavero,|Argentina|Córdoba|Mina Clavero|,Argentina,Córdoba,3844229,"-31.7166691,-65.0",-31.7166691,-65,5500,ARS,6305.36,365.01,60,,6.0835,,,1,,http://www.properati.com.ar/k6mt_alquiler_local_mina-clavero_avenida-mitre-entre-riege-y-merlo,"Mina Clavero - Desarrollo Inmobiliario.-Local Comercial Ubicado sobre A. Mitre, entre Merlo y Riegé, (Ref: a 150mts de Escuela San Martín y 200mts de Terminal de Ómnibus). El salón comercial posee 4,5mts de frente por 8.5mts de fondo, un (1) baño (abajo) y en un segundo piso un depósito de 4.5mts por 4.5mts. Su frente es todo vidriado el cual le da mucha luminosidad. Cuenta con todos los servicios disponibles.-Contrato por treinta y seis (36) mesesImporte Solicitado: PESOS CINCO MIL QUINIENTOS ($5.500). Actualización anual del 30%.-Requisitos: a)	Un importe equivalente al mes de alquiler.b)	Un importe equivalente al mes de alquiler, en concepto de depósito en garantía.c)	Honorarios inmobiliarios (5% del contrato).d)	Garantía propietaria (consultar por recibos de sueldo)e)	Gastos de informes de garantías, administrativos y operativos.                                                                          Contacto: Molina Negocios Inmobiliarios - Tel: (03544) 471516 / 15572357 - Av. Mitre 1.730 - Mina Clavero - Traslasierra - Córdoba. Horarios de Atención de Lunes a Sábados de 09:30hs a 12:30hs y de 16:30hs a 20:00hs.-",Local alquiler,https://thumbs4.properati.com/9/-MPHGsAOcM-UP8Z06jCX6k6bjj0=/trim/198x0/smart/filters:strip_icc()/properati-us-ar.s3-us-west-2.amazonaws.com/properties/941717/2290f87f8cfa0c44ecd3a5db342bb86d-IMG_20141213_170041842.jpg
b7dde910fcd5842cf8a2e57b0632ad68c44b15c0,10/13/2014,rent,store,Mina Clavero,|Argentina|Córdoba|Mina Clavero|,Argentina,Córdoba,3844229,"-31.716669,-65.0",-31.716669,-65,6000,ARS,6878.53,398.19,23,,17.3126087,,,2,,http://www.properati.com.ar/j14j_alquiler_local_mina-clavero_av-mitre-entre-merlo-y-riege,"Mina Clavero - Desarrollo Inmobiliario.-Local Comercial Ubicado sobre A. Mitre, entre Merlo y Riegé, (Ref: a 150mts de Escuela San Martín y 200mts de Terminal de Omnibus). El salón comercial posee 4mts de frente por 5mts de fondo, un (1) baño. Su frente es todo vidriado el cual le da mucha luminosidad. Cuenta con todos los servicios disponibles.-Contrato por treinta y seis (36) mesesConsultar ImporteContacto: Molina Negocios Inmobiliarios - Tel: (03544) 471516 / 15572357 - Av. Mitre 1.730 - Mina Clavero - Traslasierra - Córdoba. Horarios de Atención de Lunes a Sábados de 09:30hs a 12:30hs y de 16:30hs a 20:00hs.--------------------------------------------------------------------------------------------------Importe Solicitado: PESOS SEIS MIL ($6.000) por me mes. Actualización anual del 30%.-Requisitos:Garantía propietaria.Mes de alquiler ($6.000)Mes de depósito ($6.000)Honorarios de la Inmobiliaria (5% del contrato final)Gastos de informe de garantía ($680)Gastos administrativos y operativos ($400 min)",Local alquiler,https://thumbs4.properati.com/5/9Y9R7s3mCxW1f6vILV7PXiOwnpE=/trim/198x0/smart/filters:strip_icc()/properati-us-ar.s3-us-west-2.amazonaws.com/properties/887923/d41c4390d52c5d348657c4b0f5eb833a-alquilo-local-en-mina-clavero-cordoba_818f0cae3_3.jpg
258acedaf2a3be62cf94dd073f101c14a49fbeba,10/13/2014,rent,store,Mina Clavero,|Argentina|Córdoba|Mina Clavero|,Argentina,Córdoba,3844229,"-31.716669,-65.0",-31.716669,-65,4500,ARS,5158.85,298.64,24,,12.44333333,,,2,,http://www.properati.com.ar/j14l_alquiler_local_mina-clavero_av-mitre-entre-enrique-muino-y-milac-navira,"Mina Clavero - Desarrollo Inmobiliario.-Tres (3) Locales Comerciales Ubicados sobre Av. Mitre, e/ Enrique Muiño y Milac Navira, (Ref.: al lado se encuentra la Central de Policía de esta Localidad,  a metros de Terminal de Ómnibus, y Escuela San Martín), Mina Clavero, Traslasierra, Córdoba. Zona muy comercial y con mucho paso de gente.- Cada salón posee unos 4mts de frente aprox por unos 6mts de fondo aprox, un (1) baño. El frente es todo vidriado el cual le da mucha luminosidad y visibilidad, pisos de cerámicos. Cuenta con todos los servicios disponibles.-Servicios: Energía eléctrica, agua de red, alumbrado público, recolección de residuos, línea telefónica, Internet.-Contrato por treinta y seis (36) meses.-Contacto: Molina Negocios Inmobiliarios - Tel: (03544) 471516 / 15572357 - Av. Mitre 1.730 - Mina Clavero - Traslasierra - Córdoba. Horarios de Atención de Lunes a Sábados de 09:30hs a 12:30hs y de 16:30hs a 20:00hs.--------------------------------------------------------------------------------------------------Importe Solicitado: PESOS CUATRO MIL QUINIENTOS ($4.500) por mes. Actualización anual del 30%.-Requisitos: a)	Un importe equivalente al mes de alquiler.b)	Un importe equivalente al mes de alquiler, en concepto de depósito en garantía.c)	Honorarios inmobiliarios (5% del contrato).d)	Garantía propietaria (consultar por recibos de sueldo).    e)   Gastos de informes de garantías, administrativos y operativos.",Local alquiler,https://thumbs4.properati.com/1/7Yi9gad6lCgdkPxfxf22JuJj_Mc=/trim/198x0/smart/filters:strip_icc()/properati-us-ar.s3-us-west-2.amazonaws.com/properties/887925/7dee39b89dcba37c11d555557b6de697-20140919_145848.JPG
ffc2d717e98c44608600cd0f282056cbba0c0b00,10/11/2014,rent,house,Mina Clavero,|Argentina|Córdoba|Mina Clavero|,Argentina,Córdoba,3844229,"-38.416097,-63.616672",-38.416097,-63.616672,3200,ARS,3668.58,212.37,130,,1.633615385,,,6,,http://www.properati.com.ar/j139_alquiler_casa_mina-clavero_chammmas_1130,"Mina Clavero - Desarrollo Inmobiliario.-Chalet en alquiler permanenteLa propiedad se encuentra ubicada sobre calle Chamas 1130 B° Centro (Ref: a 30mts de Av. Mitre, a 200mts de Terminal de Ómnibus), Localidad de Mina Clavero, Traslasierra, Córdoba. Las propiedades colindantes corresponden a casas de familias y comercios.-Tanto el lote como la vivienda están orientados hacia el Norte, posee suelo llano, la superficie del terreno es aprox de 130m2 y la vivienda cuenta con unos 75m2 aprox. La propiedad está construida con ladrillos vistos en su exterior e interior, techo a dos aguas con tejas, aberturas de madera con sus respectivas rejas en cada ventana.La misma se distribuye de la siguiente manera: jardín y porche de ingreso, en uno de sus laterales se encuentra la cochera cubierta con techo de madera y tejas, al ingresar posee el comedor con ventana a la calle, cocina separada (calefón, mesada, bajo mesada, campana, alacenas), dos (2) dormitorios, baño completamente instalado con cerámicos, patio de cemento con asador y pileta de lavar. Todos los ambientes poseen ventiladores de techo.-Servicios: Energía eléctrica, agua de red, alumbrado público, recolección de residuos, línea telefónica.-        Contrato por 24 meses.-Contacto: Molina Negocios Inmobiliarios - Tel: (03544) 471516 / 15572357 - Av. Mitre 1.730 - Mina Clavero - Traslasierra - Córdoba. Horarios de Atención de Lunes a Sábados de 09:30hs a 12:30hs y de 16:30hs a 20:00hs.-----------------------------------------------------------------------------------------------------------Importe Solicitado: PESOS TRES MIL DOSCIENTOS ($3.200). Actualización anual del 30%.-Requisitos: a) Un importe equivalente al mes de alquiler.b) Un importe equivalente al mes de alquiler, en concepto de depósito en garantía.c) Honorarios inmobiliarios (5% del contrato).d) Garantía propietaria (consultar por recibos de sueldo)e) Gastos de informes de garantías, administrativos y operativos.",Casa alquiler,https://thumbs4.properati.com/2/QH9hErhA9TXE_Gm2jNkr-gSIpKQ=/trim/198x0/smart/filters:strip_icc()/properati-us-ar.s3-us-west-2.amazonaws.com/properties/887877/9e19aa9733e5b10785de99f4bee7e96b-Copia_de_Imagen_063.jpg
6ad8d895ddc031958a12c113468d56945277d6d0,10/30/2014,rent,house,Posadas,|Argentina|Misiones|Posadas|,Argentina,Misiones,3429886,"-27.365645,-55.915327",-27.365645,-55.915327,4800,ARS,9765.79,565.33,50,,11.3066,,,4,200,http://www.properati.com.ar/j8zf_alquiler_casa_posadas_avenida-centenario_3975,"Muy lindo Duplex de 3 dormitorios con placard, living-comedor, cocina, 2 baños, parrilla, termotanque eléctrico, entrada para un auto. Zona: Centenario c/ San Martín. Contacto en horario comercial.NO se responden SMSRodrigo(0376) 4441433 / 154853411",Casa alquiler,https://thumbs4.properati.com/8/D4o9QkyytayCOzHxDXAMeSa28pc=/trim/198x0/smart/filters:strip_icc()/properati-us-ar.s3-us-west-2.amazonaws.com/properties/898107/baddc0186b4cbb88eebb94aa502a464a-DSCN1455.JPG
e0741a2701645471933afa699f5536635ca138f5,7/17/2014,rent,store,Posadas,|Argentina|Misiones|Posadas|,Argentina,Misiones,3429886,"-27.367094,-55.8926888",-27.367094,-55.8926888,6500,ARS,7585.23,439.1,60,,7.318333333,,,,,http://www.properati.com.ar/hl7k_alquiler_otro_posadas,"GRAN OPORTUNIDAD LOCAL COMERCIAL EN ZONA CENTRO DE POSADAS LOCAL DE 4,30X14  CON UN BAÑO, NO APTO PARA GASTRONOMÍA.Posadas Inmobiliaria tel 376-4422471ALQUILA $6500 + IVA LOCAL COMERCIAL ZONA CÉNTRICA DE POSADAS DE VIDRIERA LOCAL DE 4,30 X 14, CON UN BAÑO. Posadas Inmobiliaria tel 376-4422471Atendemos en calle Entre Ríos casi Buenos Aires",ALQUILA $6500 + IVA EXCELENTE OPORTUNIDAD LOCAL COMERCIAL. 60 m2,https://thumbs4.properati.com/6/O8TvRmbwmNBftLRJ_0n9H7rB0MI=/trim/198x0/smart/filters:strip_icc()/inmokey-media.s3-website-sa-east-1.amazonaws.com/properties/8/8/p-82888-190614120020-474482.jpg
34567c389852592a50418fa5634674b664fa6fb7,11/11/2014,rent,store,Posadas,|Argentina|Misiones|Posadas|,Argentina,Misiones,3429886,"-27.385863016,-55.9002448745",-27.38586302,-55.90024487,13000,ARS,24720.15,1431.02,342,342,4.184269006,38.01169591,,,,http://www.properati.com.ar/jiuy_alquiler_otro_posadas,"ALQUILA DEPOSITO $13.000 342 m2 con local al frente Opc. a $.3000, un baño entrada para camión, dos oficinas internas.  Posadas Inmobiliaria tel 376-4422471 Atendemos en Horario de Corrido.ALQUILA DEPOSITO $13.000 342 m2 con local al frente Opc. a $.3000, un baño entrada para camión, dos oficinas internas. Salida a la calle neuquen.   Posadas Inmobiliaria tel 376-4422471 Atendemos en Horario de Corrido.",ALQUILA DEPOSITO $13.000 (Ref.#95297). 342 m2. 342 m2c. ,https://thumbs4.properati.com/2/swrzQcH-lt1oiglc2A8Bl5eHRG4=/trim/198x0/smart/filters:strip_icc()/cdn.inmokey.com/properties/9/7/p-95297-301014082643-239644.jpg
81cca4e0802aff3dca87b32b37b6945d762fdd6b,7/17/2014,rent,store,Posadas,|Argentina|Misiones|Posadas|,Argentina,Misiones,3429886,"-27.3679802088,-55.8845262603",-27.36798021,-55.88452626,25000,ARS,45441.95,2630.58,250,,10.52232,,,,,http://www.properati.com.ar/hl5x_alquiler_otro_posadas,"ALQUILO EXCELENTE SALON SOBRE COSTANERA DE POSADAS ZONA PASEO DE LA ESTACIÓN DE TREN AMPLIO VIDRIADO CON MUCHA ILUMINACIÓN, BAÑOS PARA MUJER Y PARA HOMBRES. SALON EN SEGUNDO PISO CONSULTAR PRECIO, VISTA AL RIO Posadas Inmobiliaria Tel 376-4422471, 154224263ALQUILO EXCELENTE SALON SOBRE COSTANERA DE POSADAS ZONA PASEO DE LA ESTACIÓN DE TREN AMPLIO VIDRIADO CON MUCHA ILUMINACIÓN, BAÑOS PARA MUJER Y PARA HOMBRES. SALON EN SEGUNDO PISO CONSULTAR PRECIO, VISTA AL RIO Posadas Inmobiliaria Tel 376-4422471, 154224263.", ALQUILO SALON SOBRE COSTANERA DE POSADAS ZONA PASEO DE LA ESTACION (Ref. PRO123). 250 m2. ,https://thumbs4.properati.com/4/LerYzaDVW5JYn5DWBjBYBVNgRns=/trim/198x0/smart/filters:strip_icc()/cdn.inmokey.com/properties/d/f/dfe73d96a61d9e375616bb10dc21f738.jpg
a5b91c0cdbf002a8a875d5b01d2b76c7ae6fd4c8,7/17/2014,rent,store,Posadas,|Argentina|Misiones|Posadas|,Argentina,Misiones,3429886,"-27.3622246,-55.8941612",-27.3622246,-55.8941612,5000,ARS,6408.32,370.97,28,28,13.24892857,178.5714286,,,,http://www.properati.com.ar/hl6p_alquiler_otro_posadas,"Local de 28 m2 con Baño, cocina pequeña, entrada directa de la calle, frente vidriado, en PB edificio de Oficinas.Posadas Inmobiliaria tel 376-4422471 cel 154224263Horarios de 8:30hs a 13:00hs y 16:30hs a 20:00hsALQUILA LOCAL COMERCIAL CÉNTRICO A ESTRENAR $5000 +IVA +EXPENSAS.. Hermoso local de 28 m2 con Baño, cocina pequeña, entrada directa de la calle, frente vidriado, en PB edificio de Oficinas.  Posadas Inmobiliaria tel 376-4422471 cel 154224263 Horarios de 8:30hs a 13:00hs y 16:30hs a 20:00hs",ALQUILA LOCAL COMERCIAL $5000 + IVA+ EXP.. A ESTRENAR (Ref ALQ218). 28 m2. 28 m2c. ,https://thumbs4.properati.com/8/aypqdTcqJkPN_4Ajz2o3472lkKY=/trim/198x0/smart/filters:strip_icc()/cdn.inmokey.com/properties/6/4/p-76464-030414031755-456698.jpg
